0.00600857 	11.2858 	144.402 	144.4 	21.915 	0.000511329
0.00605194 	11.2858 	144.402 	144.4 	21.915 	0.00051133
0.00612086 	11.2858 	144.402 	144.4 	21.915 	0.00051133
0.00618845 	11.2858 	144.402 	144.4 	21.9151 	0.000511331
0.00625472 	11.2858 	144.402 	144.4 	21.9151 	0.000511331
0.0063197 	11.2858 	144.402 	144.4 	21.9151 	0.000511331
0.00638343 	11.2858 	144.402 	144.4 	21.9151 	0.000511332
0.00644591 	11.2858 	144.402 	144.4 	21.9151 	0.000511332
0.00650718 	11.2858 	144.402 	144.4 	21.9151 	0.000511332
0.00656726 	11.2858 	144.402 	144.4 	21.9152 	0.000511333
0.00662618 	11.2858 	144.402 	144.4 	21.9152 	0.000511333
0.00668395 	11.2858 	144.402 	144.4 	21.9152 	0.000511333
0.0067406 	11.2858 	144.402 	144.4 	21.9152 	0.000511333
0.00679615 	11.2858 	144.402 	144.4 	21.9152 	0.000511334
0.00685062 	11.2858 	144.402 	144.4 	21.9152 	0.000511334
0.00690403 	11.2858 	144.402 	144.4 	21.9152 	0.000511334
0.0069564 	11.2858 	144.402 	144.4 	21.9152 	0.000511334
0.00700776 	11.2858 	144.402 	144.4 	21.9153 	0.000511334
0.00705812 	11.2858 	144.402 	144.4 	21.9153 	0.000511335
0.0071075 	11.2858 	144.402 	144.4 	21.9153 	0.000511335
0.00715593 	11.2858 	144.402 	144.4 	21.9153 	0.000511335
0.00720341 	11.2858 	144.402 	144.4 	21.9153 	0.000511335
0.00724997 	11.2858 	144.402 	144.4 	21.9153 	0.000511335
0.00729563 	11.2858 	144.402 	144.4 	21.9153 	0.000511335
0.0073404 	11.2858 	144.402 	144.4 	21.9153 	0.000511335
0.0073843 	11.2858 	144.402 	144.4 	21.9153 	0.000511336
0.00742735 	11.2858 	144.402 	144.4 	21.9153 	0.000511336
0.00746956 	11.2858 	144.402 	144.4 	21.9153 	0.000511336
0.00751095 	11.2858 	144.402 	144.4 	21.9153 	0.000511336
0.00755154 	11.2858 	144.402 	144.4 	21.9153 	0.000511336
0.00759134 	11.2858 	144.402 	144.4 	21.9154 	0.000511336
0.00763037 	11.2858 	144.402 	144.4 	21.9154 	0.000511336
0.00766863 	11.2858 	144.402 	144.4 	21.9154 	0.000511336
0.00770616 	11.2858 	144.402 	144.4 	21.9154 	0.000511336
0.00774296 	11.2858 	144.402 	144.4 	21.9154 	0.000511337
0.00777904 	11.2858 	144.402 	144.4 	21.9154 	0.000511337
0.00781442 	11.2858 	144.402 	144.4 	21.9154 	0.000511337
0.00784912 	11.2858 	144.402 	144.4 	21.9154 	0.000511337
0.00788314 	11.2858 	144.402 	144.4 	21.9154 	0.000511337
0.0079165 	11.2858 	144.402 	144.4 	21.9154 	0.000511337
0.00794921 	11.2858 	144.402 	144.4 	21.9154 	0.000511337
0.00798129 	11.2858 	144.402 	144.4 	21.9154 	0.000511337
0.00801274 	11.2858 	144.402 	144.4 	21.9154 	0.000511337
0.00804359 	11.2858 	144.402 	144.4 	21.9154 	0.000511337
0.00807383 	11.2858 	144.402 	144.4 	21.9154 	0.000511337
0.00810349 	11.2858 	144.402 	144.4 	21.9154 	0.000511337
0.00813257 	11.2858 	144.402 	144.401 	21.9155 	0.000511337
0.00816109 	11.2857 	144.404 	144.407 	21.9157 	0.000511337
0.00818905 	11.2855 	144.408 	144.447 	21.9164 	0.000511338
0.00821647 	11.2848 	144.426 	144.688 	21.9191 	0.00051134
