0.00600857 	21.915 	0.000511329 	144.402 	144.4 	11.2858
0.00605194 	21.915 	0.00051133 	144.402 	144.4 	11.2858
0.00612087 	21.915 	0.00051133 	144.402 	144.4 	11.2858
0.00618845 	21.9151 	0.000511331 	144.402 	144.4 	11.2858
0.00625472 	21.9151 	0.000511331 	144.402 	144.4 	11.2858
0.00631971 	21.9151 	0.000511331 	144.402 	144.4 	11.2858
0.00638343 	21.9151 	0.000511332 	144.402 	144.4 	11.2858
0.00644591 	21.9151 	0.000511332 	144.402 	144.4 	11.2858
0.00650719 	21.9151 	0.000511332 	144.402 	144.4 	11.2858
0.00656727 	21.9152 	0.000511333 	144.402 	144.4 	11.2858
0.00662618 	21.9152 	0.000511333 	144.402 	144.4 	11.2858
0.00668395 	21.9152 	0.000511333 	144.402 	144.4 	11.2858
0.0067406 	21.9152 	0.000511333 	144.402 	144.4 	11.2858
0.00679615 	21.9152 	0.000511334 	144.402 	144.4 	11.2858
0.00685062 	21.9152 	0.000511334 	144.402 	144.4 	11.2858
0.00690403 	21.9152 	0.000511334 	144.402 	144.4 	11.2858
0.0069564 	21.9152 	0.000511334 	144.402 	144.4 	11.2858
0.00700776 	21.9153 	0.000511334 	144.402 	144.4 	11.2858
0.00705812 	21.9153 	0.000511335 	144.402 	144.4 	11.2858
0.0071075 	21.9153 	0.000511335 	144.402 	144.4 	11.2858
0.00715593 	21.9153 	0.000511335 	144.402 	144.4 	11.2858
0.00720341 	21.9153 	0.000511335 	144.402 	144.4 	11.2858
0.00724997 	21.9153 	0.000511335 	144.402 	144.4 	11.2858
0.00729563 	21.9153 	0.000511335 	144.402 	144.4 	11.2858
0.0073404 	21.9153 	0.000511335 	144.402 	144.4 	11.2858
0.0073843 	21.9153 	0.000511336 	144.402 	144.4 	11.2858
0.00742735 	21.9153 	0.000511336 	144.402 	144.4 	11.2858
0.00746956 	21.9153 	0.000511336 	144.402 	144.4 	11.2858
0.00751095 	21.9153 	0.000511336 	144.402 	144.4 	11.2858
0.00755154 	21.9153 	0.000511336 	144.402 	144.4 	11.2858
0.00759134 	21.9154 	0.000511336 	144.402 	144.4 	11.2858
0.00763037 	21.9154 	0.000511336 	144.402 	144.4 	11.2858
0.00766864 	21.9154 	0.000511336 	144.402 	144.4 	11.2858
0.00770616 	21.9154 	0.000511336 	144.402 	144.4 	11.2858
0.00774296 	21.9154 	0.000511337 	144.402 	144.4 	11.2858
0.00777905 	21.9154 	0.000511337 	144.402 	144.4 	11.2858
0.00781443 	21.9154 	0.000511337 	144.402 	144.4 	11.2858
0.00784912 	21.9154 	0.000511337 	144.402 	144.4 	11.2858
0.00788314 	21.9154 	0.000511337 	144.402 	144.4 	11.2858
0.0079165 	21.9154 	0.000511337 	144.402 	144.4 	11.2858
0.00794922 	21.9154 	0.000511337 	144.402 	144.4 	11.2858
0.00798129 	21.9154 	0.000511337 	144.402 	144.4 	11.2858
0.00801275 	21.9154 	0.000511337 	144.402 	144.4 	11.2858
0.00804359 	21.9154 	0.000511337 	144.402 	144.4 	11.2858
0.00807384 	21.9154 	0.000511337 	144.402 	144.4 	11.2858
0.00810349 	21.9154 	0.000511337 	144.402 	144.4 	11.2858
0.00813257 	21.9155 	0.000511337 	144.402 	144.401 	11.2858
