0.00600857 	2764.5 	0.00860069 	-1.08854e-16
0.00605194 	2764.5 	0.00860068 	-4.55294e-10
0.00612087 	2764.5 	0.00860069 	-9.12789e-10
0.00618845 	2764.5 	0.0086007 	-9.05397e-10
0.00625472 	2764.5 	0.0086007 	-8.9765e-10
0.00631971 	2764.5 	0.00860071 	-8.89571e-10
0.00638343 	2764.5 	0.00860072 	-8.81203e-10
0.00644591 	2764.5 	0.00860072 	-8.72578e-10
0.00650719 	2764.5 	0.00860073 	-8.63727e-10
0.00656727 	2764.5 	0.00860074 	-8.54678e-10
0.00662618 	2764.5 	0.00860074 	-8.4546e-10
0.00668395 	2764.5 	0.00860074 	-8.36089e-10
0.0067406 	2764.5 	0.00860075 	-8.26594e-10
0.00679615 	2764.5 	0.00860075 	-8.16989e-10
0.00685062 	2764.5 	0.00860076 	-8.07293e-10
0.00690403 	2764.5 	0.00860076 	-7.97522e-10
0.0069564 	2764.5 	0.00860077 	-7.8769e-10
0.00700776 	2764.5 	0.00860077 	-7.77807e-10
0.00705812 	2764.5 	0.00860077 	-7.67892e-10
0.0071075 	2764.5 	0.00860077 	-7.57947e-10
0.00715593 	2764.5 	0.00860078 	-7.47993e-10
0.00720341 	2764.5 	0.00860078 	-7.38027e-10
0.00724997 	2764.5 	0.00860078 	-7.2807e-10
0.00729563 	2764.5 	0.00860079 	-7.18117e-10
0.0073404 	2764.5 	0.00860079 	-7.08188e-10
0.0073843 	2764.5 	0.00860079 	-6.98277e-10
0.00742735 	2764.5 	0.00860079 	-6.884e-10
0.00746956 	2764.5 	0.00860079 	-6.78554e-10
0.00751095 	2764.5 	0.0086008 	-6.68752e-10
0.00755154 	2764.5 	0.0086008 	-6.58995e-10
0.00759134 	2764.5 	0.0086008 	-6.49292e-10
0.00763037 	2764.5 	0.0086008 	-6.39636e-10
0.00766864 	2764.5 	0.0086008 	-6.30043e-10
0.00770616 	2764.5 	0.00860081 	-6.20507e-10
0.00774296 	2764.5 	0.00860081 	-6.11038e-10
0.00777905 	2764.5 	0.00860081 	-6.01633e-10
0.00781443 	2764.5 	0.00860081 	-5.92304e-10
0.00784912 	2764.5 	0.00860081 	-5.83042e-10
0.00788314 	2764.5 	0.00860081 	-5.73858e-10
0.0079165 	2764.5 	0.00860081 	-5.64751e-10
0.00794922 	2764.5 	0.00860082 	-5.55718e-10
0.00798129 	2764.5 	0.00860082 	-5.4677e-10
0.00801275 	2764.5 	0.00860082 	-5.37905e-10
0.00804359 	2764.5 	0.00860082 	-5.29121e-10
0.00807384 	2764.5 	0.00860082 	-5.20421e-10
0.00810349 	2764.5 	0.00860082 	-5.11817e-10
0.00813257 	2764.5 	0.00860082 	-5.03301e-10
0.00816109 	2764.5 	0.00860082 	-4.94986e-10
0.00818905 	2764.5 	0.00860082 	-4.86754e-10
0.00821647 	2764.49 	0.00860079 	-4.80899e-10
0.00824336 	2764.46 	0.00860073 	-4.81465e-10
0.00826973 	2764.36 	0.00860049 	-5.02269e-10
0.00829558 	2764 	0.00859959 	-5.95853e-10
0.00832093 	2762.71 	0.00859646 	-9.35871e-10
0.00834579 	2758.5 	0.00858638 	-2.04856e-09
0.00837016 	2746.3 	0.00855809 	-5.18025e-09
0.00839407 	2717.46 	0.00849432 	-1.21072e-08
0.00841751 	2663.27 	0.0083784 	-2.38711e-08
0.00844049 	2594.36 	0.294621 	0.00583772
0.00846302 	2488.91 	0.486349 	0.00997783
0.00848512 	2363.13 	0.719132 	0.0151176
0.00850679 	2221.92 	0.986279 	0.0210587
0.00852804 	2068.83 	1.2821 	0.0276432
0.00854888 	1906.69 	1.59805 	0.0347229
0.00856931 	1738.12 	1.92988 	0.0421669
0.00858935 	1565.76 	2.27336 	0.0498718
0.00860899 	1392.6 	2.62159 	0.0577156
0.00862826 	1222.23 	2.96997 	0.0655368
0.00864715 	1059 	3.31137 	0.0731621
0.00866567 	908.273 	3.63457 	0.0803836
0.00868384 	776 	3.92549 	0.0868856
0.00870165 	667.361 	4.166 	0.0923003
0.00871911 	584.497 	4.34741 	0.0964119
0.00873624 	525.322 	4.47327 	0.0992615
0.00875303 	468.76 	7.50518 	2.35922e-14
0.0087695 	445.601 	7.55279 	3.1336e-14
0.00878565 	428.505 	7.57651 	9.29812e-15
0.00880148 	414.901 	7.58412 	1.30757e-13
0.00881701 	403.278 	7.58151 	4.27713e-14
0.00883223 	392.799 	7.57271 	-3.74561e-14
0.00884716 	382.989 	7.56019 	-4.76286e-14
0.0088618 	373.596 	7.54543 	6.85979e-14
0.00887616 	364.489 	7.52984 	-3.78447e-14
0.00889023 	355.598 	7.51296 	-3.77198e-14
0.00890404 	346.888 	7.49533 	-7.71605e-15
0.00891757 	338.335 	7.47762 	2.77556e-15
0.00893084 	329.928 	7.45957 	-3.33067e-16
0.00894386 	321.66 	7.4406 	8.00054e-14
0.00895662 	313.526 	7.42172 	7.03465e-14
0.00896913 	305.521 	7.40198 	3.19605e-14
0.0089814 	297.643 	7.3817 	1.96232e-14
0.00899343 	289.888 	7.36081 	-4.60743e-15
0.00900523 	282.254 	7.33986 	2.05391e-15
0.0090168 	274.738 	7.31776 	1.8624e-14
0.00902815 	267.34 	7.2955 	1.28231e-14
0.00903927 	260.059 	7.27195 	-5.23193e-15
0.00905018 	252.893 	7.24807 	-6.79179e-14
0.00906088 	245.84 	7.22351 	1.13104e-14
0.00907137 	238.9 	7.19819 	6.35741e-14
0.00908165 	232.071 	7.17206 	6.05349e-14
0.00909174 	225.356 	7.14514 	5.73847e-14
0.00910163 	218.751 	7.11731 	9.36751e-14
0.00911132 	212.257 	7.08869 	1.12757e-13
0.00912083 	205.875 	7.05851 	7.16927e-14
0.00913016 	199.605 	7.02769 	2.56462e-14
0.0091393 	193.443 	6.99586 	-2.51049e-14
0.00914827 	187.393 	6.96304 	-1.33227e-14
0.00915706 	181.456 	6.92855 	8.35443e-15
0.00916568 	175.628 	6.89338 	4.14391e-14
